"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140527","GO:0140527","reciprocal homologous recombination","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"ATM",1
"GO:1901379","GO:1901379","regulation of potassium ion transmembrane transport","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"CD63",1
"GO:1901983","GO:1901983","regulation of protein acetylation","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"ERCC6",1
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"HSPB1",1
"GO:1902476","GO:1902476","chloride transmembrane transport","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"CLIC4",1
"GO:1905314","GO:1905314","semi-lunar valve development","1/577","30/9364",0.852072482311679,0.961384412608243,0.861021997072801,"JAG1",1
"GO:0009063","GO:0009063","amino acid catabolic process","2/577","54/9364",0.854194048673764,0.962471297207704,0.861995417835758,"HNMT/OAT",2
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","2/577","54/9364",0.854194048673764,0.962471297207704,0.861995417835758,"ERCC6/MORF4L2",2
"GO:0043500","GO:0043500","muscle adaptation","2/577","54/9364",0.854194048673764,0.962471297207704,0.861995417835758,"EDN1/LMNA",2
"GO:0048524","GO:0048524","positive regulation of viral process","2/577","54/9364",0.854194048673764,0.962471297207704,0.861995417835758,"ADAR/CD74",2
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","5/577","117/9364",0.85531405465628,0.962471297207704,0.861995417835758,"ADK/ATP5MF/LIPA/LRRK2/NDUFAB1",5
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","5/577","117/9364",0.85531405465628,0.962471297207704,0.861995417835758,"CDC20/CSNK1E/GIPC1/LRRK2/SH3RF2",5
"GO:0061025","GO:0061025","membrane fusion","5/577","117/9364",0.85531405465628,0.962471297207704,0.861995417835758,"CD9/CHP1/SNAP23/STX7/SYT7",5
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","5/577","117/9364",0.85531405465628,0.962471297207704,0.861995417835758,"CD74/CYP27A1/EDN1/NDUFAB1/PTGDS",5
"GO:0021953","GO:0021953","central nervous system neuron differentiation","3/577","76/9364",0.85560798748372,0.962471297207704,0.861995417835758,"B2M/RAC3/TSKU",3
"GO:0031623","GO:0031623","receptor internalization","3/577","76/9364",0.85560798748372,0.962471297207704,0.861995417835758,"CD63/CD9/FCER1G",3
"GO:1903432","GO:1903432","regulation of TORC1 signaling","3/577","76/9364",0.85560798748372,0.962471297207704,0.861995417835758,"ATM/USP4/YWHAG",3
"GO:0071383","GO:0071383","cellular response to steroid hormone stimulus","6/577","137/9364",0.8562273952049,0.962904906738625,0.862383761290641,"CYP1B1/EDN1/GJB2/RXRA/SFRP1/SKP2",6
"GO:0019318","GO:0019318","hexose metabolic process","7/577","157/9364",0.858395732650446,0.962997431159058,0.8624666267503,"FUCA1/HK3/LIPA/MAN2B1/OMA1/TP53/TPI1",7
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","12/577","252/9364",0.859454512671248,0.962997431159058,0.8624666267503,"APP/ATM/LAPTM5/LRRK2/MOAP1/OPTN/PIK3C2A/RC3H1/RGMA/SYNCRIP/TRIM22/ULK1",12
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"USP4",1
"GO:0006301","GO:0006301","postreplication repair","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"PCLAF",1
"GO:0006749","GO:0006749","glutathione metabolic process","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"GLO1",1
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"OMA1",1
"GO:0008089","GO:0008089","anterograde axonal transport","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"HSPB1",1
"GO:0015804","GO:0015804","neutral amino acid transport","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"SLC7A5",1
"GO:0032435","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"GIPC1",1
"GO:0032814","GO:0032814","regulation of natural killer cell activation","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"TYROBP",1
"GO:0043457","GO:0043457","regulation of cellular respiration","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"IFNAR1",1
"GO:0045324","GO:0045324","late endosome to vacuole transport","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"LEPROTL1",1
"GO:0051204","GO:0051204","protein insertion into mitochondrial membrane","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"MOAP1",1
"GO:0070988","GO:0070988","demethylation","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"APOBEC3F",1
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"EGFR",1
"GO:1902110","GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"MOAP1",1
"GO:1905508","GO:1905508","protein localization to microtubule organizing center","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"SNX10",1
"GO:1905898","GO:1905898","positive regulation of response to endoplasmic reticulum stress","1/577","31/9364",0.861216919606103,0.962997431159058,0.8624666267503,"DAB2IP",1
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization","2/577","55/9364",0.86123987308415,0.962997431159058,0.8624666267503,"MOAP1/TP53",2
"GO:0032147","GO:0032147","activation of protein kinase activity","2/577","55/9364",0.86123987308415,0.962997431159058,0.8624666267503,"ABL1/CHI3L1",2
"GO:0045123","GO:0045123","cellular extravasation","2/577","55/9364",0.86123987308415,0.962997431159058,0.8624666267503,"ICAM1/SELL",2
"GO:0006473","GO:0006473","protein acetylation","3/577","77/9364",0.861633526235238,0.962997431159058,0.8624666267503,"ERCC6/KAT6A/MORF4L2",3
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","4/577","98/9364",0.861924814477641,0.962997431159058,0.8624666267503,"ATM/ERCC6/MUC1/TP53",4
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","4/577","98/9364",0.861924814477641,0.962997431159058,0.8624666267503,"PPFIA1/TACSTD2/TJP1/TMOD3",4
"GO:0006753","GO:0006753","nucleoside phosphate metabolic process","16/577","327/9364",0.863599378106092,0.964606523822164,0.863907740377786,"ADCY6/ADK/ATP5MF/BPGM/CD38/DERA/LIPA/LRRK2/MVK/NDUFAB1/NMRK1/PTHLH/SMPDL3A/SULT2B1/TP53/UPP1",16
"GO:0001935","GO:0001935","endothelial cell proliferation","4/577","99/9364",0.867134099421693,0.966806488970428,0.865878043162611,"F3/HSPG2/LIPA/ZEB2",4
"GO:0030073","GO:0030073","insulin secretion","4/577","99/9364",0.867134099421693,0.966806488970428,0.865878043162611,"CD38/F2RL1/SFRP1/SYT7",4
"GO:0007005","GO:0007005","mitochondrion organization","21/577","419/9364",0.867265831187723,0.966806488970428,0.865878043162611,"AIP/ATG7/BCL2L2/CHCHD2/CLUH/COX14/CTTN/EDN1/LIPA/LMNA/LRRK2/MFSD14A/MOAP1/NDUFAB1/OMA1/OPTN/PARL/PLEC/SFN/TP53/ULK1",21
"GO:0002040","GO:0002040","sprouting angiogenesis","3/577","78/9364",0.867437395405666,0.966806488970428,0.865878043162611,"ABL1/PIK3C2A/TJP1",3
"GO:0019646","GO:0019646","aerobic electron transport chain","2/577","56/9364",0.867972908561599,0.966806488970428,0.865878043162611,"COQ9/NDUFAB1",2
"GO:0098732","GO:0098732","macromolecule deacylation","2/577","56/9364",0.867972908561599,0.966806488970428,0.865878043162611,"ABHD12/BEX4",2
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","10/577","217/9364",0.868356202576268,0.966806488970428,0.865878043162611,"ATP5MF/CHCHD2/COQ9/IFNAR1/NDUFAB1/PLEC/PPP1CB/PPP1R2B/PYGB/TP53",10
"GO:0001947","GO:0001947","heart looping","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"MICAL2",1
"GO:0002691","GO:0002691","regulation of cellular extravasation","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"ICAM1",1
"GO:0006513","GO:0006513","protein monoubiquitination","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"UHRF1",1
"GO:0006778","GO:0006778","porphyrin-containing compound metabolic process","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"SLCO2B1",1
"GO:0034314","GO:0034314","Arp2/3 complex-mediated actin nucleation","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"ARPC1A",1
"GO:0044786","GO:0044786","cell cycle DNA replication","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"GINS1",1
"GO:0051489","GO:0051489","regulation of filopodium assembly","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"CCR7",1
"GO:0060294","GO:0060294","cilium movement involved in cell motility","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"TPGS1",1
"GO:0061371","GO:0061371","determination of heart left/right asymmetry","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"MICAL2",1
"GO:0120163","GO:0120163","negative regulation of cold-induced thermogenesis","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"TLR4",1
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","1/577","32/9364",0.869796994328838,0.966806488970428,0.865878043162611,"ATM",1
"GO:0018209","GO:0018209","peptidyl-serine modification","10/577","218/9364",0.871875375028972,0.96791326776246,0.866869281291017,"APP/ATM/CSNK1E/EGFR/GADD45A/GALNT3/LRRK2/MAPK13/PRKCH/ULK1",10
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","4/577","100/9364",0.872173935013341,0.96791326776246,0.866869281291017,"AIP/LRRK2/MOAP1/PARL",4
"GO:0031123","GO:0031123","RNA 3'-end processing","3/577","79/9364",0.873025799625652,0.96791326776246,0.866869281291017,"APP/NCBP2/PAF1",3
"GO:0007018","GO:0007018","microtubule-based movement","8/577","180/9364",0.873062166456099,0.96791326776246,0.866869281291017,"APP/BICDL2/DST/HSPB1/KIF13A/KIF20A/KIF23/TPGS1",8
"GO:0048284","GO:0048284","organelle fusion","5/577","121/9364",0.874383834559834,0.96791326776246,0.866869281291017,"OMA1/PARL/SNAP23/STX7/SYT7",5
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","5/577","121/9364",0.874383834559834,0.96791326776246,0.866869281291017,"ATM/EGFR/ID2/MUC1/TP53",5
"GO:0006406","GO:0006406","mRNA export from nucleus","2/577","57/9364",0.874404868428333,0.96791326776246,0.866869281291017,"NCBP2/SMG6",2
"GO:0015986","GO:0015986","proton motive force-driven ATP synthesis","2/577","57/9364",0.874404868428333,0.96791326776246,0.866869281291017,"ATP5MF/NDUFAB1",2
"GO:0016445","GO:0016445","somatic diversification of immunoglobulins","2/577","57/9364",0.874404868428333,0.96791326776246,0.866869281291017,"CYREN/PTPRC",2
"GO:0033143","GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","2/577","57/9364",0.874404868428333,0.96791326776246,0.866869281291017,"SFRP1/SKP2",2
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","2/577","57/9364",0.874404868428333,0.96791326776246,0.866869281291017,"GIPC1/ZEB2",2
"GO:0048285","GO:0048285","organelle fission","15/577","313/9364",0.876505846313052,0.96791326776246,0.866869281291017,"ANLN/ATM/BIRC5/CDC20/EDN1/FANCA/KIF23/LRRK2/PDGFRB/PKMYT1/PRC1/SMC1A/TGFA/TMCC1/ZWINT",15
"GO:0016050","GO:0016050","vesicle organization","13/577","276/9364",0.876906209238946,0.96791326776246,0.866869281291017,"ATP6AP1/KIF13A/LAPTM4B/MFSD14A/S100A10/SDC1/SNAP23/SNX10/SRGN/STX7/SYT7/TMCC1/ZEB2",13
"GO:0009749","GO:0009749","response to glucose","4/577","101/9364",0.87704827522921,0.96791326776246,0.866869281291017,"COL6A2/COL6A3/ICAM1/TXNIP",4
"GO:0045739","GO:0045739","positive regulation of DNA repair","4/577","101/9364",0.87704827522921,0.96791326776246,0.866869281291017,"EGFR/ERCC6/MORF4L2/SMCHD1",4
"GO:0000731","GO:0000731","DNA synthesis involved in DNA repair","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"PCLAF",1
"GO:0001881","GO:0001881","receptor recycling","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"OPTN",1
"GO:0031056","GO:0031056","regulation of histone modification","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"ERCC6",1
"GO:0032480","GO:0032480","negative regulation of type I interferon production","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"TYROBP",1
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"LRRK2",1
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"JUP",1
"GO:0045047","GO:0045047","protein targeting to ER","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"SEC63",1
"GO:0045066","GO:0045066","regulatory T cell differentiation","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"FANCA",1
"GO:0045191","GO:0045191","regulation of isotype switching","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"PTPRC",1
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"PTPRC",1
"GO:0048009","GO:0048009","insulin-like growth factor receptor signaling pathway","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"SHC1",1
"GO:0051293","GO:0051293","establishment of spindle localization","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"GJA1",1
"GO:0090151","GO:0090151","establishment of protein localization to mitochondrial membrane","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"MOAP1",1
"GO:1901019","GO:1901019","regulation of calcium ion transmembrane transporter activity","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"AHNAK",1
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","1/577","33/9364",0.877847480213135,0.96791326776246,0.866869281291017,"MOAP1",1
"GO:0032386","GO:0032386","regulation of intracellular transport","12/577","258/9364",0.87914821267815,0.96907281503738,0.867907779208456,"ARHGAP8/CHP1/EHD1/GCC2/JUP/LCP1/LRRK2/MTCL1/NCBP2/PARL/PTPN14/SFN",12
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","2/577","58/9364",0.880547212886249,0.96907281503738,0.867907779208456,"RC3H1/SYNCRIP",2
"GO:0006820","GO:0006820","monoatomic anion transport","2/577","58/9364",0.880547212886249,0.96907281503738,0.867907779208456,"ABCC5/CLIC4",2
"GO:0042982","GO:0042982","amyloid precursor protein metabolic process","2/577","58/9364",0.880547212886249,0.96907281503738,0.867907779208456,"CSNK1E/EFNA3",2
"GO:0060337","GO:0060337","type I interferon-mediated signaling pathway","2/577","58/9364",0.880547212886249,0.96907281503738,0.867907779208456,"ADAR/IFNAR1",2
"GO:0062014","GO:0062014","negative regulation of small molecule metabolic process","2/577","58/9364",0.880547212886249,0.96907281503738,0.867907779208456,"PLEK/TP53",2
"GO:0071357","GO:0071357","cellular response to type I interferon","2/577","58/9364",0.880547212886249,0.96907281503738,0.867907779208456,"ADAR/IFNAR1",2
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","4/577","102/9364",0.881761077825524,0.969306119704929,0.868116728353194,"ATM/ERCC6/MUC1/TP53",4
"GO:0008643","GO:0008643","carbohydrate transport","3/577","81/9364",0.883580841409477,0.969306119704929,0.868116728353194,"EDN1/SLC2A1/SLC5A1",3
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","3/577","81/9364",0.883580841409477,0.969306119704929,0.868116728353194,"ATP5MF/LIPA/NDUFAB1",3
"GO:0038202","GO:0038202","TORC1 signaling","3/577","81/9364",0.883580841409477,0.969306119704929,0.868116728353194,"ATM/USP4/YWHAG",3
"GO:0044782","GO:0044782","cilium organization","8/577","183/9364",0.88397873637772,0.969306119704929,0.868116728353194,"ALPK1/CCDC32/EHD1/LAMA5/PLK4/SNX10/TESK1/TPGS1",8
"GO:0002714","GO:0002714","positive regulation of B cell mediated immunity","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"PTPRC",1
"GO:0002891","GO:0002891","positive regulation of immunoglobulin mediated immune response","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"PTPRC",1
"GO:0006305","GO:0006305","DNA alkylation","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"MPHOSPH8",1
"GO:0006306","GO:0006306","DNA methylation","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"MPHOSPH8",1
"GO:0010171","GO:0010171","body morphogenesis","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"MMP2",1
"GO:0015909","GO:0015909","long-chain fatty acid transport","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"SLC2A1",1
"GO:0031016","GO:0031016","pancreas development","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"WLS",1
"GO:0043266","GO:0043266","regulation of potassium ion transport","1/577","34/9364",0.885401011872873,0.969306119704929,0.868116728353194,"CD63",1
